policy_age_days,policy_type,customer_age,claim_amount,insured_amount,premium_amount,previous_claims,claim_type,incident_type,incident_severity,witness_present,police_report,claim_submission_delay,property_damage,bodily_injuries,vehicles_involved,state,claim_month,fraud_reported
2130,Auto,38,19587.63,100000,1000.61,1,Collision,Multi-Vehicle Collision,Major,No,Yes,1,Yes,2,2,TX,September,0
3292,Home,63,12662.4,50000,626.26,0,Collision,Multi-Vehicle Collision,Total Loss,No,Yes,0,No,1,2,FL,August,0
3462,Home,61,1323.96,10000,163.49,0,Collision,Multi-Vehicle Collision,Minor,No,Yes,6,No,0,2,IL,March,1
369,Home,38,4365.73,50000,541.25,1,Theft,Theft,Minor,No,No,3,Yes,0,0,NY,October,0
2718,Auto,61,97284.0,250000,2249.01,0,Collision,Multi-Vehicle Collision,Major,No,Yes,1,No,1,2,NY,April,1
530,Auto,28,21786.63,100000,966.58,1,Collision,Single Vehicle Collision,Minor,No,Yes,3,Yes,0,1,TX,October,0
2751,Home,56,4884.2,25000,330.23,0,Collision,Single Vehicle Collision,Major,Yes,Yes,1,No,0,1,NY,April,0
1340,Auto,21,33679.02,100000,1032.06,0,Collision,Multi-Vehicle Collision,Minor,Yes,Yes,8,Yes,0,2,FL,February,1
887,Auto,68,6638.39,25000,400.07,0,Collision,Single Vehicle Collision,Minor,No,Yes,3,Yes,3,1,CA,December,0
1035,Auto,18,5556.33,25000,379.65,2,Theft,Theft,Minor,No,Yes,0,No,0,0,IL,November,0
1031,Commercial,45,37322.74,250000,2275.46,0,Fire,Fire,Major,No,Yes,18,No,1,0,NY,October,0
1651,Home,41,21296.31,25000,466.87,0,Collision,Single Vehicle Collision,Major,No,No,0,Yes,0,1,NY,May,1
923,Auto,78,8662.26,25000,390.61,0,Collision,Single Vehicle Collision,Minor,No,No,5,No,1,1,TX,December,0
2802,Auto,52,2983.11,10000,316.12,0,Collision,Multi-Vehicle Collision,Total Loss,No,Yes,2,No,0,4,TX,March,0
2415,Auto,30,219640.85,250000,2088.06,2,Theft,Theft,Minor,No,Yes,1,Yes,0,0,CA,December,1
1779,Home,64,82103.69,100000,1054.67,0,Collision,Single Vehicle Collision,Minor,Yes,Yes,5,No,0,1,IL,November,0
1536,Home,51,19119.08,100000,945.67,2,Collision,Multi-Vehicle Collision,Major,No,No,0,No,3,2,NY,January,1
3350,Auto,28,23357.8,100000,927.39,0,Theft,Theft,Minor,No,Yes,8,Yes,0,0,CA,February,0
3582,Auto,53,6847.13,25000,310.74,2,Collision,Multi-Vehicle Collision,Major,No,No,1,No,0,4,IL,November,0
2858,Auto,68,8402.77,50000,506.87,1,Collision,Multi-Vehicle Collision,Total Loss,No,Yes,2,No,1,4,CA,December,0
2791,Home,78,22577.34,50000,654.02,1,Theft,Theft,Major,No,Yes,4,No,0,0,NY,July,1
1911,Home,34,2744.62,10000,311.56,1,Collision,Multi-Vehicle Collision,Major,Yes,No,0,No,0,4,TX,January,1
3091,Auto,52,2570.9,50000,561.71,0,Collision,Multi-Vehicle Collision,Major,Yes,Yes,2,Yes,0,3,TX,December,0
1220,Auto,77,8046.7,250000,2242.74,1,Collision,Multi-Vehicle Collision,Minor,No,Yes,10,Yes,0,2,TX,February,0
1659,Auto,35,2246.51,10000,250.25,0,Collision,Single Vehicle Collision,Minor,No,Yes,5,No,0,1,FL,October,1
489,Commercial,57,123.01,25000,416.18,0,Collision,Single Vehicle Collision,Minor,No,Yes,2,No,2,1,CA,July,1
2080,Auto,39,6432.82,25000,375.88,1,Fire,Fire,Total Loss,No,No,4,Yes,0,0,NY,January,1
718,Home,74,1353.11,25000,394.0,0,Collision,Multi-Vehicle Collision,Minor,Yes,No,12,Yes,2,3,CA,July,0
1067,Home,41,8330.83,250000,2154.59,2,Theft,Theft,Minor,No,Yes,0,No,0,0,TX,August,0
1981,Auto,75,26828.15,50000,562.01,0,Collision,Multi-Vehicle Collision,Total Loss,Yes,Yes,3,Yes,0,2,CA,November,0
1301,Auto,36,11124.53,50000,627.2,1,Collision,Single Vehicle Collision,Major,No,Yes,1,Yes,0,1,IL,February,0
1259,Auto,54,5996.58,100000,1035.24,3,Collision,Multi-Vehicle Collision,Total Loss,No,No,8,No,1,3,CA,April,1
2138,Home,56,1287.3,25000,379.29,1,Collision,Single Vehicle Collision,Major,Yes,Yes,5,No,0,1,FL,July,0
3550,Home,38,48572.99,50000,523.72,1,Collision,Single Vehicle Collision,Minor,No,Yes,7,No,1,1,FL,January,1
130,Home,25,7614.52,50000,723.56,1,Collision,Multi-Vehicle Collision,Major,No,Yes,12,No,1,4,TX,June,0
2864,Home,45,2404.29,50000,601.83,2,Collision,Single Vehicle Collision,Minor,Yes,Yes,1,Yes,0,1,NY,May,0
541,Auto,22,34906.34,500000,4215.61,0,Collision,Multi-Vehicle Collision,Minor,No,No,0,No,0,3,IL,November,0
2197,Commercial,34,106601.3,100000,936.93,1,Fire,Fire,Major,No,No,1,Yes,0,0,NY,June,1
3601,Home,54,3621.88,50000,660.76,0,Collision,Multi-Vehicle Collision,Major,No,Yes,2,No,1,4,NY,August,0
3288,Auto,53,38835.26,250000,2268.39,0,Collision,Multi-Vehicle Collision,Total Loss,No,No,4,No,0,3,IL,November,1
2077,Commercial,71,6776.37,25000,314.6,0,Collision,Multi-Vehicle Collision,Total Loss,No,Yes,7,No,1,2,FL,November,0
1608,Home,36,8739.21,10000,274.88,0,Collision,Multi-Vehicle Collision,Total Loss,No,Yes,1,No,0,2,TX,January,0
3470,Home,44,20348.56,25000,390.98,1,Theft,Theft,Minor,No,Yes,2,Yes,1,0,CA,March,0
71,Home,70,8923.59,50000,719.42,2,Collision,Single Vehicle Collision,Major,No,Yes,6,No,0,1,FL,November,1
237,Commercial,51,41249.77,50000,672.18,1,Collision,Multi-Vehicle Collision,Major,No,No,1,Yes,0,3,TX,September,1
2161,Home,28,27653.47,100000,927.46,1,Collision,Single Vehicle Collision,Total Loss,No,No,1,Yes,3,1,FL,December,1
1174,Auto,71,192743.17,250000,2163.6,0,Theft,Theft,Minor,No,Yes,3,Yes,1,0,IL,August,0
2163,Auto,62,45400.39,50000,555.35,0,Collision,Single Vehicle Collision,Minor,No,Yes,2,No,0,1,NY,April,0
2280,Commercial,64,15967.95,50000,618.58,0,Collision,Multi-Vehicle Collision,Total Loss,No,Yes,13,No,1,3,IL,November,0
115,Auto,29,2730.14,10000,358.61,1,Collision,Multi-Vehicle Collision,Minor,No,No,1,Yes,1,2,CA,October,0
1498,Auto,71,1000.65,10000,285.46,0,Collision,Single Vehicle Collision,Major,Yes,No,6,Yes,0,1,IL,September,1
2086,Auto,38,2529.23,50000,625.06,1,Collision,Single Vehicle Collision,Minor,Yes,Yes,3,No,0,1,NY,July,1
627,Auto,71,7689.14,50000,566.78,2,Fire,Fire,Minor,No,No,0,Yes,0,0,FL,February,0
3445,Home,28,172888.06,250000,2224.79,1,Theft,Theft,Major,No,No,0,No,4,0,TX,January,1
2800,Commercial,56,3506.71,25000,376.4,1,Collision,Single Vehicle Collision,Minor,No,Yes,1,No,0,1,CA,January,0
2647,Auto,45,1435.7,10000,197.96,1,Collision,Multi-Vehicle Collision,Major,No,Yes,0,No,0,3,FL,March,0
3630,Auto,22,21948.65,50000,621.54,0,Collision,Single Vehicle Collision,Minor,No,No,1,No,0,1,TX,October,0
2477,Auto,34,2178.32,25000,399.51,0,Collision,Multi-Vehicle Collision,Minor,Yes,Yes,3,No,0,3,NY,February,1
2665,Commercial,73,2079.33,10000,225.14,2,Collision,Multi-Vehicle Collision,Minor,No,Yes,4,No,0,2,IL,April,0
1546,Home,37,32434.83,100000,1082.27,1,Collision,Multi-Vehicle Collision,Major,Yes,Yes,3,Yes,0,4,FL,August,0
2744,Auto,58,8009.53,25000,361.68,1,Fire,Fire,Minor,No,Yes,0,Yes,0,0,TX,May,1
1310,Commercial,63,53685.17,100000,1030.46,0,Collision,Single Vehicle Collision,Major,No,No,4,Yes,4,1,TX,May,1
3396,Commercial,75,8568.06,25000,381.87,1,Fire,Fire,Major,No,Yes,2,No,4,0,IL,June,0
1766,Commercial,29,11881.65,25000,477.18,0,Collision,Multi-Vehicle Collision,Major,Yes,Yes,10,No,0,2,FL,December,0
3519,Commercial,23,5267.48,50000,588.12,0,Collision,Single Vehicle Collision,Major,Yes,Yes,10,Yes,0,1,FL,May,0
1980,Auto,34,38197.13,250000,2116.27,0,Collision,Multi-Vehicle Collision,Minor,No,No,6,No,2,2,NY,May,0
2367,Home,68,15221.92,50000,640.5,0,Theft,Theft,Minor,No,Yes,5,No,0,0,FL,July,0
881,Auto,36,109614.97,100000,1076.98,0,Collision,Single Vehicle Collision,Major,No,Yes,0,No,1,1,IL,June,1
1994,Commercial,43,10558.54,25000,378.62,0,Theft,Theft,Minor,No,Yes,0,Yes,2,0,FL,October,0
3453,Home,65,14579.37,100000,1033.94,1,Theft,Theft,Total Loss,No,No,8,No,1,0,NY,November,1
1317,Home,61,4756.9,25000,406.47,1,Theft,Theft,Major,Yes,No,2,No,0,0,TX,February,0
1465,Home,61,99716.35,100000,980.86,1,Theft,Theft,Minor,Yes,No,2,Yes,3,0,FL,January,1
2714,Auto,69,8224.42,50000,642.04,0,Theft,Theft,Major,No,Yes,8,No,2,0,IL,January,0
2329,Home,49,264724.33,250000,2160.0,4,Theft,Theft,Total Loss,No,No,4,Yes,1,0,FL,April,1
1738,Commercial,23,15797.92,50000,601.62,0,Collision,Single Vehicle Collision,Minor,No,Yes,0,No,0,1,CA,February,0
1610,Commercial,72,8001.77,10000,292.87,0,Theft,Theft,Major,Yes,No,1,No,1,0,NY,June,1
